1.498423565008946134e-01,1.794572724818532805e-01
3.446278936424490569e-02,1.143809536801576598e-02
3.672888357730542119e-01,2.958085100257932254e-01
1.227189704124843767e-01,1.107726695857831345e-01
2.960292075685459073e-02,5.338170875519931968e-02
2.015494932887528651e-02,3.427487876477108841e-02
3.025573892799657272e-02,6.111658342339687522e-02
1.371680126004269085e-01,1.485869198078155762e-01
1.208611673356037829e-02,1.763067712346533256e-02
2.031694494912163196e-02,1.117097514859555218e-02
1.876178699475673090e-02,1.352026590722310573e-03
3.910021622443129313e-02,3.422029142105831312e-02
1.492330595411620886e-01,1.215197801892706764e-01
9.137886250751257877e-02,9.373757405579752344e-02
5.295930421326775633e-02,5.067168228362106674e-02
4.355872254882320327e-02,7.492490096832327140e-02
8.202180205447751060e-02,8.709752718905150459e-02
4.657619320654615008e-02,7.277039790838735200e-02
4.026078186201704351e-02,3.069009829646596188e-02
2.934179348839779239e-02,4.497278856520292578e-02
1.248273313207651503e-01,9.196031071596877382e-02
4.063313000407579173e-02,4.826864328353863698e-02
9.475900992698108039e-02,1.198259924823119604e-01
2.261350401016876677e-01,1.702421986262629972e-01
8.953162886768860351e-02,9.784292475449429816e-02
2.912418743135047200e-02,1.540475942014563060e-02
7.320633889898242597e-02,8.125778093324331763e-02
3.028475306893621544e-02,4.290081013485647077e-02
1.349000739169781138e-01,1.413280992564658334e-01
9.036820326478167686e-02,9.614701776824041701e-02
9.829389943146099595e-02,1.180497367218107385e-01
2.861072694239311653e-01,2.364106509024601621e-01
7.395587087325657116e-02,9.527755009287552923e-02
6.605918884751688092e-02,3.710050865286440569e-02
2.886306016289368059e-02,4.327113099354651382e-02
1.262674689306907648e-02,-7.013911910807824057e-02
3.335058062822523345e-02,2.378946344572341332e-02
4.540112049849057835e-02,3.416101792743742038e-02
1.812985209696249544e-01,1.422554500949146927e-01
8.477330975358704501e-02,1.003146589871484196e-01
2.426093384085052998e-02,5.164663203273800463e-02
1.949980311832933966e-01,1.680163521540780636e-01
3.563302638214387030e-02,2.205595310373809070e-02
5.895072431730417895e-02,5.308045304289166211e-02
1.343004483375588309e-01,1.075941186193158927e-01
2.357919133444324189e-01,3.027415255897043522e-01
3.919209433740682841e-02,4.955163793453998267e-02
1.319445691745476691e-02,1.188421721105115125e-03
1.682711716877249575e-01,1.510477388069162430e-01
1.266697292704325462e-01,1.108667937406071502e-01
7.154286148510953514e-02,8.017862007730780505e-02
5.663926442244590631e-02,5.926020604336201814e-02
9.956085025249211684e-02,9.235311188558448237e-02
7.427019073343603395e-02,9.091281085000524342e-02
3.382447826357275200e-02,4.114010498008369154e-02
2.672568511367325733e-02,4.765372547339818965e-02
4.920197296158389244e-02,5.890430536694069019e-02
4.793502214055279931e-02,5.485144019178367358e-02
2.128214870438044706e-02,-6.670922318430072551e-02
2.019033967269285856e-01,1.535437831729975500e-01
7.801785060480666278e-02,9.458250378048660423e-02
1.000000000000000021e-02,-9.789176429890744657e-03
1.510455452931464340e-02,1.727075563565882987e-02
8.046954551420658353e-02,1.063145605579780550e-01
3.944838591570701269e-02,5.502055453450793721e-02
1.046721747480260090e-01,9.007429093152907740e-02
5.149409009581575047e-02,8.188677394167598322e-02
3.384382102419917354e-02,7.442320909440347521e-02
2.220150320882582629e-01,2.672700885938334991e-01
1.993501523242399431e-01,2.626877305477259839e-01
1.620999329911506845e-02,-2.055541459211873700e-02
2.714155446714148351e-02,2.234314906779300003e-02
1.646773558446223973e-02,1.818387221540884724e-02
2.309118039196723232e-02,2.303237342864417059e-02
3.780425126246053646e-02,5.045176629083059083e-02
3.834400408961225470e-01,3.331820692957485619e-01
7.380596447840173657e-02,8.695424892894543234e-02
1.065049013173801767e-01,1.096418771147096294e-01
1.930531856835938920e-02,5.917188668604467239e-03
8.443481144262454663e-02,6.768098276473999420e-02
8.470561009139454534e-02,8.335851049944942304e-02
2.280200612060211129e-02,4.884806087351467596e-02
3.699185531615051259e-02,5.312905649219779036e-02
7.555648431509356944e-02,9.657791737916099351e-02
1.631492777551344503e-02,6.297792785156630657e-03
2.027738209551179227e-01,1.762852484353416571e-01
1.663746830895915241e-02,2.509941634793921850e-02
2.621793764722949588e-02,3.341158657821807765e-02
1.983676091657052970e-02,2.303237342864417059e-02
6.901379553320391436e-02,5.883226987708489730e-02
3.840387684187984707e-02,5.780974131001848093e-02
2.658545009913165086e-02,3.547305545680590200e-02
2.268111386668692636e-02,4.017043819328947052e-02
1.325393590638103761e-02,3.300852892215289103e-02
4.533342083629807173e-02,5.211446341273884286e-02
2.463666696601891568e-02,4.350930239737671457e-02
2.571502587094233461e-02,1.805110614933624902e-02
1.111906850791326284e-01,1.030992701124748834e-01
1.138639236789930342e-02,-2.083287583509729757e-05
7.088520762381093909e-02,1.079398599361844902e-01
1.466692457014168519e-02,3.766970290937177168e-02
5.928438693811008409e-02,7.716560460251287168e-02
3.106813487430659659e-02,3.513220378222214890e-02
8.343865927036343833e-02,9.676204557788814498e-02
4.419219795933875677e-02,4.150941521577067306e-02
1.315392692581360545e-01,1.229760136400610548e-01
5.318658165062829790e-02,7.564516075917104843e-02
9.649502269320310577e-02,1.139238389147418928e-01
2.099394157104665301e-02,-3.331430818051472897e-02
1.516412332391525453e-01,1.835376341572807490e-01
1.014854549348218060e-01,1.087344693388310191e-01
5.597193918083408909e-02,7.367177130964996934e-02
1.084681915209627368e-01,1.031745441621954029e-01
5.052695206449429183e-02,4.126918026274317697e-02
1.578696021608627376e-01,1.508729046937036244e-01
3.936385114364072679e-01,5.345914559028779323e-01
1.043771976484729469e-01,1.014105154403601716e-01
2.026471949543026674e-02,7.056785799083975519e-03
1.749822115683524748e-02,1.163168417405913146e-02
2.131898975524499917e-01,1.648311706244385277e-01
3.211273375380811479e-01,2.737295049818033732e-01
1.422890084762740426e-01,1.882778112022966965e-01
6.450693230724593996e-02,6.891512824648948765e-02
6.338988788106965366e-02,8.929828846958542954e-02
2.105641177974122702e-01,1.582882443640318826e-01
1.045125969728579740e-01,1.223446264342724632e-01
7.717160482740038907e-02,8.772490611609917721e-02
2.067342511933792648e-01,1.827543650711778156e-01
8.228292932293430895e-02,1.117637627885432750e-01
1.347018106205572496e-01,1.333324422372168527e-01
1.906652528029732785e-01,1.396489680562353897e-01
3.129114999620053461e-01,3.160229499051521174e-01
1.127139274784639128e-01,1.280130354039625828e-01
1.171618643657991975e-02,1.496223304687127609e-02
2.270239090337600532e-02,1.774258053018318293e-02
2.128746796355271420e-02,2.697833762495527310e-02
4.722417568753152495e-02,6.614174427129348999e-02
8.322105321331611794e-02,8.540486379006839712e-02
2.912418743135047200e-02,2.944520891486934744e-02
5.555606982736586291e-02,5.977183519396689348e-02
2.265645184688823421e-02,2.982731257956405813e-02
2.452544609241694845e-02,2.967314702487211520e-02
4.958399248395587572e-02,6.886111300127062407e-02
1.665536036253859736e-02,3.900239198745936164e-02
1.341157940548643249e-02,-1.124143978444713809e-02
5.531428531953550692e-02,1.064253990667509697e-01
3.382931395372935218e-02,5.392721866090433025e-02
1.745140476799049434e-01,1.768416626835147554e-01
9.396112105114087787e-02,1.078521521767052960e-01
9.003937633413237884e-02,9.287040091603770975e-02
4.670192115061793520e-02,6.312849440708578896e-02
4.104899935754402485e-02,6.841408384626923578e-02
4.956948541348605436e-02,6.894258907251149537e-02
3.277029780943235826e-02,2.010739519715087908e-02
4.155191113383117918e-02,6.862319441046693669e-02
